SMILES	ID
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1	RBIF-1171
FC(F)(F)c1ccc(OC(CCN2CCN(c3ccccn3)CC2)c2ccccc2)cc1	RBIF-2739
CO[C@H]1CC[C@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1	RBIF-1182
FC(F)(F)c1ccc(OCC2Cc3ccccc3C2)cc1	RBIF-1476
Fc1cccc(N2CCOc3ccccc3C2)c1C(F)(F)F	RBIF-1627
Fc1ccc(OCc2ccccc2)cc1C(F)(F)F	RBIF-3695
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12	RBIF-3657
COc1ccc(OCC2Cc3ccccc3C2)cc1C(F)(F)F	RBIF-3397
Fc1c(Br)cccc1CN1CCCc2ccccc21	RBIF-1574
Cc1cc(C(O)CCN2CCN(c3ccccc3O)CC2)c(C)s1	RBIF-2248
FC(F)(F)c1ccc(OCc2ccccc2)c(Cl)c1	RBIF-0423
FC(F)(F)c1ccc(COc2ccc(Br)cc2)cc1	RBIF-2268
[NH3+]C1Cc2ccccc2N(Cc2c(Cl)cccc2Cl)C1	RBIF-0407
Fc1cccc(OCc2ccccc2C(F)(F)F)c1	RBIF-0320
Clc1cccc(CN2CCCc3ccccc32)c1Br	RBIF-0909
N#Cc1cc(F)ccc1C[NH+]1CCSCC1c1ccc(C(F)(F)F)cc1	RBIF-4647
[NH3+]C1Cc2ccccc2N(Cc2cc(F)ccc2Br)C1	RBIF-0634
COc1ccc(C(=O)CCN2CCN(c3ccccc3OC)CC2)cc1	RBIF-3253
[2H]c1c([2H])c([2H])c(C(CCNC)Oc2ccc(C(F)(F)F)cc2)c([2H])c1[2H]	RBIF-0981
CC1CN(CCC(O)c2csc3ccc(F)cc23)CCN1c1cccc2c1OCO2	RBIF-3215
CC(c1cccc(C(F)(F)F)c1)N(C#N)c1ccccc1	RBIF-3166
COc1ccc(N2CCN(C(=O)C[N@H+]3CCC[C@@H]3c3ccc4c(c3)OCCO4)CC2)cc1	RBIF-3747
COc1ccc(OC(CCN2CCN(c3ccccc3OC)CC2)c2ccccc2)cc1	RBIF-1385
Oc1ccccc1N1CCN(CCC(O)c2csc3ccccc23)CC1	RBIF-2319
FC(F)(F)c1ccccc1OCc1ccccc1Br	RBIF-4238
Fc1ccc(OCc2cccc(C(F)(F)F)c2)cc1	RBIF-4452
Fc1cccc(OCc2ccc(C(F)(F)F)cc2)c1	RBIF-3292
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C	RBIF-2919
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	RBIF-4006
N#Cc1cc(C[NH+]2CCSCC2c2ccc(C(F)(F)F)cc2)ccc1F	RBIF-3914
Fc1cc(COc2ccccc2)cc(C(F)(F)F)c1	RBIF-3354
Fc1ccc2c(c1)C(Sc1cccc(C(F)(F)F)c1)CCC2	RBIF-0068
[NH3+]C1Cc2ccccc2N(Cc2ccc(C(F)(F)F)cc2F)C1	RBIF-1707
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21	RBIF-4910
OC(CCN1CCN(c2ccc(Cl)cc2)CC1)c1csc2ccccc12	RBIF-3161
N#Cc1ccc(F)c(C[NH+]2CCSCC2c2cccc(C(F)(F)F)c2)c1	RBIF-4529
Fc1ccc2c(c1)C(Oc1cc(Br)cc(C(F)(F)F)c1)CCC2	RBIF-1695
Clc1cc(CN2CCCc3ccccc32)ccc1Br	RBIF-1625
Fc1ccccc1COc1ccccc1C(F)(F)F	RBIF-4173
OC(CCN1CCN(c2cccc3c2OCCO3)CC1)c1csc2ccc(F)cc12	RBIF-2528
FC(F)(F)c1cc(SCCN2CCc3ccccc32)ccc1Cl	RBIF-2038
CC[NH+](C)CCSC(c1ccccc1)c1ccc(F)cc1	RBIF-3294
Fc1ccc2c(c1)CN(c1ccccc1C(F)(F)F)CCO2	RBIF-3197
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O	RBIF-3514
COc1ccc(N2CCN([C@H]3CCC[N@H+](Cc4ccccc4OCCO)C3)CC2)cc1	RBIF-2769
[NH3+]C1Cc2ccccc2N(Cc2cccc(C(F)(F)F)c2F)C1	RBIF-0828
FC(F)(F)c1cccc(COc2ccc(Cl)cc2)c1	RBIF-2775
FC(F)(F)c1cccc(SCCC2CCc3ccccc32)c1	RBIF-4239
FC(F)(F)c1ccccc1OCCC1CCc2ccccc21	RBIF-4107
Cc1cc(C(=O)CCN2CCN(c3ccccc3O)CC2)c(C)s1	RBIF-4284
CO[C@@H](C)c1c(Nc2ccc([C@@H](N(C)C(=O)C3CCS(=O)(=O)CC3)C(F)(F)F)cc2)cnc2cc(Cl)nn12	RBIF-0800
CCc1cc2c(cc1N1CCN(C(=O)C3COCCN3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O	RBIF-3402
FC(F)(F)c1ncccc1N1CCCc2ccccc2C1	RBIF-4725
Fc1ccccc1OCc1cccc(C(F)(F)F)c1	RBIF-4689
FC(F)(F)c1ccccc1OCCN1CCc2ccccc21	RBIF-0170
[NH3+]C1Cc2ccccc2N(Cc2ccc(Cl)c(Br)c2)C1	RBIF-0033
FC(F)(F)c1cccc(I)c1OCCN1CCc2ccccc21	RBIF-2013
OC(CCN1CCN(c2ccccc2Cl)CC1)c1ccccc1	RBIF-3919
FC(F)(F)c1ccc(OCc2ccccc2)cc1	RBIF-3122
C=C1[C@@H]2CCC3[C@]4(C)C[C@H](O[C@@H]5O[C@H](CO)[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H]5OC(=O)CC(C)C)C[C@@H](C(=O)O)[C@H]4CC[C@]3(C2)[C@@H]1O	RBIF-1988
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)CC5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(=O)C(C)C)n3)nc2c1C	RBIF-3759
Fc1cccc2c1OCCN(c1ccccc1C(F)(F)F)C2	RBIF-1193
FC(F)(F)c1cc(Br)ccc1OCCN1CCc2ccccc21	RBIF-1166
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC	RBIF-3254
COc1ccc(N2CCN(CCC(O)c3ccccc3)CC2)cc1	RBIF-2784
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(C)c(Nc2ccccc2P(C)(C)=O)n1	RBIF-1399
OC(CCN1CCN(c2cccc3cccnc23)CC1)c1csc2ccccc12	RBIF-0246
[NH3+]C1Cc2ccccc2N(Cc2ccc(Br)c(Cl)c2)C1	RBIF-1418
Fc1cccc(COc2cccc(C(F)(F)F)c2)c1	RBIF-2079
CC(Oc1ccccc1)c1cccc(C(F)(F)F)c1	RBIF-2172
CN(c1ccnc(C(F)(F)F)c1)C1CCc2ccccc21	RBIF-3682
O=C(c1ccccc1C(F)(F)F)N1CCC(Cc2ccccc2)CC1	RBIF-1977
FC(F)(F)c1ccc(OCc2ccc(Cl)cc2)cc1	RBIF-2035
C[NH+](C)CCCSC(c1ccccc1)c1ccc(F)cc1	RBIF-1132
FC(F)(F)c1ccc(OCC2Cc3ccccc3C2)c(Br)c1	RBIF-4918
FC(F)(F)c1ccccc1N1CCOc2ccc(Cl)cc2C1	RBIF-1750
Fc1ccccc1OCc1ccccc1C(F)(F)F	RBIF-2529
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	RBIF-0925
CC1(C)CCC(Sc2cccc(C(F)(F)F)c2)c2ccccc21	RBIF-2870
COc1ccc(C(CCN2CCN(c3ccccc3OC)CC2)Oc2ccc(C(F)(F)F)cc2)cc1	RBIF-4119
N#Cc1c(F)cccc1C[NH+]1CCSCC1c1cccc(C(F)(F)F)c1	RBIF-4409
[NH3+]C1Cc2ccccc2N(Cc2cccc(F)c2C(F)(F)F)C1	RBIF-3415
Clc1cc(Br)cc(CN2CCCc3ccccc32)c1	RBIF-4923
COc1ccccc1N1CCN(CCC(O)c2ccc([N+](=O)[O-])cc2)CC1	RBIF-4317
Fc1cc(C(F)(F)F)ccc1OCCC1CCc2ccccc21	RBIF-3934
Fc1cc(C(F)(F)F)ccc1OCc1ccccc1	RBIF-3530
Fc1ccc2c(c1)C(Oc1ccc(F)c(C(F)(F)F)c1)CCC2	RBIF-4897
C#Cc1cccc(COc2cccc(C(F)(F)F)c2)c1	RBIF-1500
FC(F)(F)c1cc(Br)cc(OCCN2CCc3ccccc32)c1	RBIF-1936
OC(CCN1CCN(c2cccc3ncccc23)CC1)c1csc2ccccc12	RBIF-4612
FC(F)(F)c1ccc(I)c(OCC2Cc3ccccc3C2)c1	RBIF-3117
FC(F)(F)c1ccccc1OCC#Cc1ccccc1	RBIF-1387
COc1ccccc1N1CCN(CCC(=O)c2ccccc2)CC1	RBIF-2885
CNC(=N)NCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)NCC(N)=O	RBIF-0090
Fc1cc(C(F)(F)F)ccc1OCCN1CCc2ccccc21	RBIF-3767
CC1c2ccccc2CCN1c1cccc(C(F)(F)F)n1	RBIF-0116
Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1	RBIF-2198
[2H]c1c([2H])c(C(F)(F)F)c([2H])c([2H])c1OC(CCNC)c1ccccc1	RBIF-4534
[NH3+]C1Cc2ccccc2N(Cc2c(F)cccc2Br)C1	RBIF-2164
[NH3+]C1Cc2ccccc2N(Cc2cc(Br)ccc2Br)C1	RBIF-2593
COc1ccccc1N1CCN(CCC(=O)c2ccsc2)CC1	RBIF-2314
FC(F)(F)c1cc(Cl)ccc1OCCN1CCc2ccccc21	RBIF-3674
Fc1ccc(COc2ccccc2C(F)(F)F)cc1	RBIF-0300
CC(Sc1ccccc1)c1ccc(C(F)(F)F)cc1	RBIF-2953
Fc1c(COc2ccccc2)cccc1C(F)(F)F	RBIF-2201
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12	RBIF-4042
COc1ccccc1N1CCN(CCC(Oc2ccc3c(c2)OCO3)c2ccsc2)CC1	RBIF-2877
FC(F)(F)c1cccc(CSc2ccccc2)c1	RBIF-0286
Fc1cc(CN2CCCc3ccccc32)ccc1Br	RBIF-0008
Fc1ccc(OCCC2CCc3ccccc32)cc1C(F)(F)F	RBIF-1842
N#Cc1cccc(C[NH+]2CCSCC2c2cccc(C(F)(F)F)c2)c1F	RBIF-0819
COc1ccccc1N1CCN(CCC(=O)c2ccc(-c3ccccc3)cc2)CC1	RBIF-2421
CO[C@@H](C)c1c(Nc2ccc([C@H](N(C)C(=O)C3CCS(=O)(=O)CC3)C(F)(F)F)cc2)cnc2cc(Cl)nn12	RBIF-1604
FC(F)(F)c1cccc(COc2ccccc2Cl)c1	RBIF-2476
FC(F)(F)c1cccc(SCC2CCc3ccccc3C2)c1	RBIF-1381
CC1Cc2ccccc2N1Cc1cccc(Br)c1Cl	RBIF-4898
[NH3+]C1Cc2ccccc2N(Cc2c(Cl)cccc2Br)C1	RBIF-2994
CC(Sc1cccc(C(F)(F)F)c1)c1ccccc1	RBIF-3895
Fc1cccc(CN2CCCc3ccccc32)c1Br	RBIF-3004
Clc1cccc(Br)c1CN1CCCc2ccccc21	RBIF-1581
CC(CSC(c1ccccc1)c1ccc(Cl)cc1)[NH+](C)C	RBIF-4498
FC(F)(F)c1cccc(COc2ccc(Br)cc2)c1	RBIF-0036
[2H]c1c([2H])c([2H])c([C@H](CCNC)Oc2ccc(C(F)(F)F)cc2)c([2H])c1[2H]	RBIF-4885
O=C(CCN1CCN(c2ccccc2O)CC1)c1csc2ccccc12	RBIF-2262
FC(F)(F)c1ccccc1COc1ccccc1	RBIF-0992
FC(F)(F)c1ccc(OCCN2CCc3ccccc32)cc1	RBIF-1679
COc1cc(Cl)ccc1N1CCN(CCC(=O)c2csc3ccccc23)CC1	RBIF-3951
COc1ccccc1N1CCN(CCC(=O)c2ccc(C)s2)CC1	RBIF-1555
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	RBIF-4583
Cc1cc(Nc2ncc(Cl)c(Nc3cn(C)nc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCN(C)CC1	RBIF-3671
CN(C)CCOC(c1ccccc1)c1ccccc1	RBIF-2555
[NH3+]C1Cc2ccccc2N(Cc2c(F)cccc2C(F)(F)F)C1	RBIF-1297
Fc1ccc(COc2cccc(C(F)(F)F)c2)cc1	RBIF-0980
[NH3+]C1Cc2ccccc2N(Cc2ccc(F)cc2C(F)(F)F)C1	RBIF-2952
FC(F)(F)c1cc(SC2CCc3ccccc3C2)ccc1Cl	RBIF-3955
COc1ccccc1N1CCN(CCC(Oc2ccc(C(F)(F)F)cc2)c2ccc(-c3ccccc3)cc2)CC1	RBIF-1482
[2H]c1c([2H])c([2H])c([C@@H](CCNC)Oc2ccc(C(F)(F)F)cc2)c([2H])c1[2H]	RBIF-2753
FC(F)(F)c1ccccc1OCc1ccc(Br)cc1	RBIF-2950
FC(F)(F)c1ccc(OC(CCN2CCN(c3ccccc3Cl)CC2)c2ccccc2)cc1	RBIF-0664
C[C@H]1[C@H]2[C@@H](O[C@]13CC[C@@H](C)CO3)[C@@H](O)[C@H]1[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5O[C@H](CO)[C@H](O[C@@H]6O[C@H](CO)C(O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]12C	RBIF-0280
Fc1ccc(CN2CCCc3ccccc32)cc1Br	RBIF-2556
FC(F)(F)c1cccc(OCc2ccccc2Cl)c1	RBIF-3632
C#Cc1cccc(CN2CCCc3ccccc32)c1F	RBIF-2340
FC(F)(F)c1ccccc1OCc1ccc(Cl)cc1	RBIF-1324
Fc1cccc(Br)c1CN1CCCc2ccccc21	RBIF-3327
N#Cc1ccc(C[NH+]2CCSCC2c2cccc(C(F)(F)F)c2)cc1F	RBIF-2722
C[C@@H](O)[C@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](N)Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1	RBIF-4044
CC1c2ccccc2CCN1c1ccc(C(F)(F)F)nc1	RBIF-0117
Fc1cc(C(F)(F)F)ccc1OCC1CCc2ccccc2C1	RBIF-3643
FC(F)(F)c1cccc(SCCN2CCc3ccccc32)c1	RBIF-1354
COc1ccccc1N1CC[NH+](C[C@H](O)c2ccc(O)c(O)c2)CC1	RBIF-3870
Fc1ccc(OCC2Cc3ccccc3C2)cc1C(F)(F)F	RBIF-3886
Clc1ccc(Br)c(CN2CCCc3ccccc32)c1	RBIF-3935
N#Cc1ccc(C[NH+]2CCSCC2c2ccc(C(F)(F)F)cc2)c(F)c1	RBIF-3592
OC(CCN1CCN(c2ccc3sccc3c2)CC1)c1csc2ccccc12	RBIF-2432
FC(F)(F)c1cccc(OCc2cccc(Cl)c2)c1	RBIF-1781
CC(Oc1cccc(C(F)(F)F)c1)c1ccccc1	RBIF-3468
FC(F)(F)c1ccccc1OCc1cccc(Br)c1	RBIF-3881
CC1Cc2ccccc2N1Cc1cccc(Cl)c1Br	RBIF-4650
COc1ccccc1N1CCN(CCC(O)c2ccc(-c3ccccc3)cc2)CC1	RBIF-4599
Fc1cc(C(F)(F)F)ccc1N1CCOc2ccccc2C1	RBIF-2920
COc1ccccc1N1CCN(CCC(O)c2ccccc2)CC1	RBIF-1676
N#Cc1ccc(C[NH+]2CCSCC2c2ccc(C(F)(F)F)cc2)cc1F	RBIF-2829
FC(F)(F)c1cccc(SCC2Cc3ccccc3C2)c1	RBIF-3614
FC(F)(F)c1cccc(OCc2ccc(Br)cc2)c1	RBIF-2264
O=C(CCN1CCN(c2cccc3ccccc23)CC1)c1csc2ccccc12	RBIF-0174
CNC(=N)NCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc1ccncc1)NC(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O	RBIF-3126
Fc1cc(C(F)(F)F)ccc1COc1ccccc1	RBIF-4283
Fc1ccc(COc2ccc(C(F)(F)F)cc2)cc1	RBIF-2684
FC(F)(F)c1ccc(COc2cccc(Cl)c2)cc1	RBIF-1648
CN(C)CC#Cc1ccc(OCCCc2sc(N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3)nc2C(=O)O)c(F)c1	RBIF-1441
Fc1cc(C(F)(F)F)ccc1OCC1Cc2ccccc2C1	RBIF-0489
[NH3+]C1Cc2ccccc2N(Cc2cc(Br)ccc2F)C1	RBIF-4321
C#Cc1cccc(COc2ccccc2C(F)(F)F)c1	RBIF-2099
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C	RBIF-3582
COc1ccc(CN2CC[N@H+](CCc3ccccc3)[C@@H](CCO)C2)c(O)c1	RBIF-0768
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C	RBIF-3219
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1	RBIF-3947
Clc1c(Br)cccc1CN1CCCc2ccccc21	RBIF-4857
FC(F)(F)c1ccc(OCc2cccc(Cl)c2)cc1	RBIF-1127
FC(F)(F)c1cccc(COc2cccc(Cl)c2)c1	RBIF-0757
C[NH+](C)CCCSC(c1ccccc1)c1ccc(Cl)cc1	RBIF-4573
COc1ccccc1N1CCN(CC/C(=N\O)c2ccccc2)CC1	RBIF-0721
Clc1ccc(Cl)c(CN2CCCc3ccccc32)c1	RBIF-1100
Fc1cccc(CN2CCCc3ccccc32)c1I	RBIF-4002
CC1c2ccccc2CCN1c1ccc(C(F)(F)F)cn1	RBIF-2144
N#Cc1c(F)cccc1C[NH+]1CCSCC1c1ccc(C(F)(F)F)cc1	RBIF-4303
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1	RBIF-3762
COc1ccccc1N1CCN(CCC(O)c2csc3ccccc23)CC1	RBIF-0554
FC(F)(F)c1ccc(OCc2cccc(Br)c2)cc1	RBIF-0624
FC(F)(F)c1cc(OCC2Cc3ccccc3C2)ccc1Cl	RBIF-3483
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O	RBIF-0104
N#Cc1ccc(F)c(C[NH+]2CCSCC2c2ccc(C(F)(F)F)cc2)c1	RBIF-3854
O=C(O)c1cccc(N2C(=O)C[C@H](N3CC[NH+](Cc4ccccc4)CC3)C2=O)c1	RBIF-4883
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1	RBIF-3439
FC(F)(F)c1ccc(COc2ccccc2)cc1	RBIF-4138
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1	RBIF-4231
FC(F)(F)c1ccc(COc2ccccc2Cl)cc1	RBIF-3171
O=C(CCN1CCN(c2cccc3ccccc23)CC1)c1ccsc1	RBIF-4493
C[C@@]1(Cc2ccc(C#N)cc2)C(=O)N(c2cc(Cl)cc(Cl)c2)c2ncc(C(=O)NC3(c4nc(C5CCC5)no4)CC3)n21	RBIF-2141
[NH3+]C1Cc2ccccc2N(Cc2cc(Cl)cc(Cl)c2)C1	RBIF-3134
C[C@H](NC(=O)c1cnc2n1[C@](C)(Cc1ccc(C#N)cc1)C(=O)N2c1cc(Cl)c(F)c(Cl)c1)C(=O)NC1(c2ccccn2)CC1	RBIF-0229
